@relation estimate-W90-occupancy-blockMissing-F100-N15
@attribute temperature numeric
@attribute humidity numeric
@attribute light numeric
@attribute CO2 numeric
@attribute humidityRatio numeric
@attribute class {no,yes}

@data
21.6,28.39,0.0,891.66666667,0.00453046,no
21.58,28.35,0.0,887.4,0.00451845,no
21.6,28.29,0.0,885.33333333,0.00451438,no
21.56,28.29,0.0,876.4,0.00450327,no
21.53333333,28.29,0.0,871.33333333,0.00449587,no
21.5,28.29,0.0,863.5,0.00448664,no
21.5,28.2675,0.0,865.25,0.00448304,no
21.5,28.23,0.0,859.66666667,0.00447705,no
21.5,28.26,0.0,858.66666667,0.00448185,no
21.5,28.2,0.0,852.25,0.00447226,no
21.5,28.175,0.0,849.25,0.00446827,no
21.5,28.1,0.0,849.0,0.00445629,no
21.5,28.1,0.0,845.0,0.00445629,no
21.5,28.1,0.0,844.5,0.00445629,no
21.5,28.05,0.0,843.75,0.0044483,no
21.5,28.075,0.0,842.0,0.0044523,no
21.5,28.1,0.0,833.2,0.00445629,no
21.5,28.03333333,0.0,832.66666667,0.00444564,no
21.4175,27.945,0.0,825.25,0.00440904,no
21.39,27.89,0.0,820.33333333,0.00439284,no
21.4175,27.9175,0.0,824.5,0.00440467,no
21.39,27.89,0.0,819.25,0.00439284,no
21.39,27.89,0.0,820.2,0.00439284,no
21.39,27.89,0.0,817.66666667,0.00439284,no
21.365,27.89,0.0,808.0,0.00438606,no
21.39,27.79,0.0,806.66666667,0.00437698,no
21.39,27.85666667,0.0,804.66666667,0.00438755,no
21.29,27.85,0.0,803.8,0.00435949,no
21.29,27.79,0.0,806.0,0.00435004,no
21.29,27.79,0.0,801.5,0.00435004,no
21.34,27.79,0.0,802.0,0.00436349,no
21.29,27.79,0.0,803.66666667,0.00435004,no
21.29,27.79,0.0,800.0,0.00435004,no
21.29,27.79,0.0,795.0,0.00435004,no
21.29,27.79,0.0,785.0,0.00435004,no
21.29,27.79,0.0,781.0,0.00435004,no
21.29,27.79,0.0,782.0,0.00435004,no
21.29,27.7675,0.0,778.0,0.00434649,no
21.29,27.79,0.0,772.5,0.00435004,no
21.245,27.745,0.0,770.75,0.00433089,no
21.218,27.718,0.0,769.0,0.00431943,no
21.23,27.7,0.0,767.0,0.00431981,no
21.2,27.7,0.0,764.0,0.00431181,no
21.2,27.7,0.0,765.25,0.00431181,no
21.2,27.65,0.0,765.0,0.00430397,no
21.2,27.6,0.0,766.0,0.00429614,no
21.2,27.6,0.0,758.5,0.00429614,no
21.2,27.575,0.0,749.75,0.00429222,no
21.2,27.6,0.0,749.0,0.00429614,no
21.2,27.54,0.0,747.8,0.00428673,no
21.2,27.5,0.0,744.0,0.00428046,no
21.2,27.5,0.0,746.4,0.00428046,no
21.2,27.4725,0.0,750.5,0.00427615,no
21.2,27.5,0.0,747.0,0.00428046,no
21.2,27.4725,0.0,750.0,0.00427615,no
21.2,27.365,0.0,742.75,0.00425931,no
21.2,27.34,0.0,737.75,0.00425539,no
21.2,27.34,0.0,736.25,0.00425539,no
21.2,27.29,0.0,738.25,0.00424755,no
21.2,27.29,0.0,732.33333333,0.00424755,no
21.2,27.29,0.0,725.4,0.00424755,no
21.2,27.2675,0.0,729.25,0.00424403,no
21.2,27.0,0.0,692.75,0.00420211,no
21.2,27.0,0.0,692.6,0.00420211,no
21.2,26.85666667,0.0,695.33333333,0.00417965,no
21.2,26.89,0.0,690.5,0.00418488,no
21.2,26.89,0.0,689.5,0.00418488,no
21.2,26.89,0.0,692.33333333,0.00418488,no
21.2,26.815,0.0,691.5,0.00417313,no
21.2,26.79,0.0,687.6,0.00416921,no
21.16666667,26.79,0.0,682.33333333,0.00416063,no
21.2,26.79,0.0,677.66666667,0.00416921,no
21.16,26.79,0.0,677.8,0.00415892,no
21.2,26.79,0.0,684.33333333,0.00416921,no
21.15,26.79,0.0,682.5,0.00415635,no
21.175,26.79,0.0,675.0,0.00416277,no
21.125,26.79,0.0,669.25,0.00414993,no
21.2,26.745,0.0,668.5,0.00416216,no
21.15,26.7,0.0,671.25,0.00414229,no
21.1,26.7,0.0,674.33333333,0.00412951,no
21.125,26.675,0.0,673.0,0.004132,no
21.125,26.6,0.0,671.5,0.0041203,no
21.125,26.625,0.0,670.5,0.0041242,no
21.1,26.625,0.0,669.75,0.00411783,no
21.1,26.6,0.0,663.5,0.00411394,no
21.1,26.6,0.0,665.0,0.00411394,no
21.1,26.6,0.0,661.5,0.00411394,no
21.1,26.6,0.0,657.75,0.00411394,no
21.1,26.6,0.0,652.75,0.00411394,no
21.1,26.6,0.0,653.25,0.00411394,no
21.1,26.6,0.0,656.75,0.00411394,no
21.1,26.6,0.0,651.0,0.00411394,no
21.1,26.575,0.0,648.5,0.00411005,no
21.1,26.55,0.0,652.25,0.00410615,no
21.1,26.5,0.0,642.25,0.00409837,no
21.1,26.5,0.0,643.75,0.00409837,no
21.075,26.4725,0.0,649.66666667,0.00408777,no
21.1,26.5,0.0,649.5,0.00409837,no
21.06,26.412,0.0,646.6,0.00407458,no
21.06666667,26.46333333,0.0,643.0,0.00408424,no
21.08,26.478,0.0,640.4,0.00408988,no
21.075,26.39,0.0,640.75,0.00407494,no
21.075,26.4175,0.0,636.75,0.00407922,no
21.05,26.39,0.0,634.75,0.00406865,no
21.075,26.4175,0.0,633.75,0.00407922,no
21.0,26.29,0.0,632.0,0.00404061,no
21.0,26.29,0.0,626.5,0.00404061,no
21.03333333,26.32333333,0.0,628.66666667,0.00405412,no
21.025,26.315,0.0,629.5,0.00405074,no
21.05,26.34,0.0,630.5,0.00406089,no
21.025,26.315,0.0,631.5,0.00405074,no
21.025,26.315,0.0,629.5,0.00405074,no
21.05,26.29,0.0,627.0,0.00405313,no
21.0,26.2675,0.0,624.5,0.00403713,no
21.0,26.26,0.0,625.66666667,0.00403597,no
21.0,26.29,0.0,624.5,0.00404061,no
21.0,26.236,0.0,622.0,0.00403226,no
21.0,26.2675,0.0,622.75,0.00403713,no
21.0,26.2,0.0,619.25,0.00402669,no
21.0,26.2,0.0,616.0,0.00402669,no
21.0,26.2,0.0,617.25,0.00402669,no
21.0,26.2,0.0,616.4,0.00402669,no
21.0,26.16666667,0.0,616.66666667,0.00402154,no
21.0,26.125,0.0,614.75,0.00401509,no
21.0,26.125,0.0,611.33333333,0.00401509,no
21.0,26.1,0.0,613.6,0.00401122,no
21.0,26.15,0.0,608.75,0.00401896,no
21.0,26.1,0.0,611.0,0.00401122,no
21.0,26.1,0.0,612.0,0.00401122,no
21.0,26.1,0.0,608.8,0.00401122,no
21.0,26.1,0.0,612.0,0.00401122,no
21.0,26.1,0.0,604.5,0.00401122,no
21.0,26.0,0.0,607.0,0.00399576,no
21.0,26.0,0.0,614.75,0.00399576,no
21.0,26.0,0.0,612.25,0.00399576,no
21.0,26.0,0.0,607.5,0.00399576,no
21.0,26.0,0.0,602.66666667,0.00399576,no
21.0,26.0,0.0,605.25,0.00399576,no
21.0,26.0,0.0,606.0,0.00399576,no
21.0,26.0,0.0,602.25,0.00399576,no
21.0,25.956,0.0,600.5,0.00398895,no
21.0,26.0,0.0,600.5,0.00399576,no
21.0,26.0,0.0,601.0,0.00399576,no
21.0,25.934,0.0,600.4,0.00398555,no
21.0,25.89,0.0,604.33333333,0.00397874,no
21.0,25.89,0.0,606.0,0.00397874,no
20.96333333,25.89,0.0,602.0,0.00396973,no
20.966999997000034,25.840133333333302,0.0,606.5536111104994,0.003962915666666686,no
20.954999995909144,25.80573333333324,0.0,608.8141666661041,0.00395464439393942,no
20.941333328000105,25.767999999999855,0.0,611.4703030298168,0.00394544781818185,no
20.925999993272942,25.726933333333207,0.0,614.5220202016344,0.003935325939393973,no
20.908999991727512,25.682533333333073,0.0,617.9693181815601,0.003924278757575811,no
20.890333323363976,25.63479999999972,0.0,621.8121969695896,0.003912306272727326,no
20.869999988182155,25.58373333333292,0.0,626.0506565657256,0.0038994084848485537,no
20.847999986182177,25.52933333333281,0.0,630.6846969699671,0.0038855853939394843,no
20.82433331736411,25.47159999999945,0.0,635.7143181823159,0.0038708370000001004,no
20.79899998172777,25.410533333332655,0.0,641.1395202027677,0.0038551633030304276,no
20.77199997927329,25.346133333332524,0.0,646.9603030313291,0.0038385643030304463,no
20.74333331000064,25.27839999999905,0.0,653.1766666679945,0.003821040000000171,no
20.712999973909874,25.20733333333216,0.0,659.788611112767,0.003802590393939576,no
20.680999971000848,25.132933333332087,0.0,666.7961363656452,0.003783215484848695,no
20.647333301273694,25.055199999998525,0.0,674.1992424266282,0.00376291527272751,no
20.89,25.7225,0.0,584.5,0.00392602,no
20.96333333,25.7,0.0,583.33333333,0.00394041,no
20.89,25.7,0.0,584.0,0.00392257,no
20.912,25.7,0.0,581.8,0.00392791,no
20.89,25.7,0.0,576.66666667,0.00392257,no
20.89,25.7,0.0,579.33333333,0.00392257,no
20.89,25.7,0.0,581.75,0.00392257,no
20.89,25.7,0.0,582.75,0.00392257,no
20.89,25.7,0.0,579.8,0.00392257,no
20.9175,25.7,0.0,578.5,0.00392925,no
20.89,25.7,0.0,578.5,0.00392257,no
20.89,25.7,0.0,580.5,0.00392257,no
20.89,25.7,0.0,577.8,0.00392257,no
20.89,25.7,0.0,582.75,0.00392257,no
20.89,25.7,0.0,584.4,0.00392257,no
20.89,25.6,0.0,582.66666667,0.00390721,no
20.865,25.575,0.0,578.25,0.00389733,no
20.89,25.6,0.0,575.66666667,0.00390721,no
20.89,25.6,0.0,577.25,0.00390721,no
20.87,25.58,0.0,577.2,0.0038993,no
20.89,25.6,0.0,572.75,0.00390721,no
20.89,25.6,0.0,576.5,0.00390721,no
20.89,25.525,0.0,579.33333333,0.00389569,no
20.89,25.525,0.0,571.6,0.00389569,no
20.89,25.5,0.0,573.0,0.00389185,no
20.89,25.5,0.0,573.5,0.00389185,no
20.89,25.5,0.0,572.75,0.00389185,no
20.89,25.5,0.0,573.6,0.00389185,no
20.89,25.5,0.0,571.5,0.00389185,no
20.85666667,25.46333333,0.0,573.33333333,0.00387821,no
20.89,25.4725,0.0,570.75,0.00388763,no
20.89,25.39,0.0,568.0,0.00387496,no
20.89,25.4175,0.0,573.0,0.00387918,no
20.89,25.39,0.0,569.66666667,0.00387496,no
20.89,25.39,0.0,575.2,0.00387496,no
20.89,25.39,0.0,578.0,0.00387496,no
20.89,25.39,0.0,572.75,0.00387496,no
20.89,25.39,0.0,569.6,0.00387496,no
20.85666667,25.35666667,0.0,566.33333333,0.00386186,no
20.85666667,25.35666667,0.0,567.33333333,0.00386186,no
20.865,25.365,0.0,570.25,0.00386513,no
20.89,25.39,0.0,575.0,0.00387496,no
20.89,25.37,0.0,570.2,0.00387188,no
20.89,25.35666667,0.0,565.33333333,0.00386984,no
20.89,25.29,0.0,569.25,0.0038596,no
20.89,25.315,0.0,567.25,0.00386344,no
20.89,25.29,0.0,567.5,0.0038596,no
20.865,25.2675,0.0,566.0,0.00385018,no
20.89,25.29,0.0,565.75,0.0038596,no
20.89,25.2675,0.0,564.5,0.00385614,no
20.89,25.218,0.0,562.6,0.00384854,no
20.89,25.29,0.0,561.33333333,0.0038596,no
20.89,25.29,0.0,561.0,0.0038596,no
20.89,25.29,0.0,566.75,0.0038596,no
20.9175,25.245,0.0,563.75,0.00385925,no
20.89,25.2,0.0,566.75,0.00384578,no
20.89,25.218,0.0,563.4,0.00384854,no
20.89,25.2,0.0,564.25,0.00384578,no
20.89,25.2225,0.0,562.75,0.00384923,no
20.9175,25.2,0.0,560.0,0.00385233,no
20.89,25.2,0.0,558.75,0.00384578,no
20.89,25.2,0.0,558.5,0.00384578,no
20.89,25.2,0.0,558.33333333,0.00384578,no
20.89,25.2,0.0,561.4,0.00384578,no
20.89,25.2,0.0,558.25,0.00384578,no
20.89,25.2,0.0,557.2,0.00384578,no
20.89,25.2,0.0,559.66666667,0.00384578,no
20.89,25.13333333,0.0,561.0,0.00383554,no
20.89,25.16,0.0,563.4,0.00383964,no
20.9175,25.125,0.0,559.75,0.00384079,no
20.9175,25.1,0.0,559.0,0.00383695,no
20.9175,25.1,0.0,561.0,0.00383695,no
20.89,25.1,0.0,563.25,0.00383042,no
20.89,25.1,0.0,560.75,0.00383042,no
20.89,25.1,0.0,558.0,0.00383042,no
20.89,25.08,0.0,556.8,0.00382735,no
20.89,25.125,0.0,556.0,0.00383426,no
20.89,25.1,0.0,558.0,0.00383042,no
20.89,25.08,0.0,556.8,0.00382735,no
20.89,25.06666667,0.0,557.0,0.00382531,no
20.89,25.0,0.0,556.8,0.00381507,no
20.89,25.025,0.0,548.5,0.00381891,no
20.89,25.05,0.0,550.0,0.00382275,no
20.89,25.0,0.0,554.0,0.00381507,no
20.89,25.025,0.0,555.25,0.00381891,no
20.883800438596488,25.010991228175495,0.0,550.0879824564286,0.0038152904824561417,no
20.881967105263136,25.004695488737006,0.0,548.8620676695823,0.0038138900413533794,no
20.880017857142832,24.998612781866207,0.0,547.5666495790357,0.0038124949169514506,no
20.87795269423559,24.992743107563204,0.0,546.2017281847909,0.0038111051092503795,no
20.875771616541353,24.987086465828053,0.0,544.7673034868462,0.0038097206182501554,no
20.873474624060186,24.98164285666063,0.0,543.2633754852036,0.0038083414439507744,no
20.871061716792042,24.976412280061002,0.0,541.6899441798618,0.003806967586352231,no
20.86853289473695,24.971394736029126,0.0,540.0470095708196,0.003805599045454528,no
20.865888157894734,24.966590224565007,0.0,538.3345716580782,0.0038042358212576743,no
20.863127506265624,24.961998745668758,0.0,536.55263044164,0.003802877913761653,no
20.860250939849646,24.957620299340192,0.0,534.701185921502,0.003801525322966486,no
20.85725845864663,24.953454885579518,0.0,532.7802380976634,0.003800178048872162,no
20.854150062656647,24.949502504386547,0.0,530.7897869701302,0.003798836091478676,no
20.85092575187965,24.945763155761437,0.0,528.7298325388949,0.003797499450786036,no
20.847585526315765,24.942236839704073,0.0,526.6003748039604,0.0037961681267942387,no
20.89,24.945,0.0,553.75,0.00380663,no
20.89,24.89,0.0,547.75,0.00379818,no
20.89,24.89,0.0,547.25,0.00379818,no
20.89,24.89,0.0,551.5,0.00379818,no
20.89,24.89,0.0,554.0,0.00379818,no
20.89,24.89,0.0,550.0,0.00379818,no
20.89,24.92666667,0.0,553.66666667,0.00380381,no
20.89,24.934,0.0,552.4,0.00380494,no
20.89,24.92666667,0.0,554.0,0.00380381,no
20.83,24.87,0.0,547.0,0.00378104,no
20.89,24.89,0.0,542.33333333,0.00379818,no
20.84,24.8925,0.0,544.75,0.00378683,no
20.89,24.945,0.0,547.0,0.00380663,no
20.865,24.865,0.0,552.75,0.00378848,no
20.89,25.0,0.0,556.0,0.00381507,no
20.87,24.934,0.0,551.6,0.00380023,no
20.84,24.92,0.0,553.0,0.00379103,no
20.89,24.9725,0.0,551.25,0.00381085,no
20.85666667,24.92666667,0.0,552.66666667,0.00379597,no
20.865,24.9725,0.0,553.75,0.00380495,no
20.85666667,24.85666667,0.0,545.66666667,0.00378524,no
20.865,24.9175,0.0,547.75,0.00379652,no
20.89,24.912,0.0,548.4,0.00380156,no
20.89,24.92666667,0.0,549.33333333,0.00380381,no
20.89,25.0,0.0,549.33333333,0.00381507,no
20.865,24.8925,0.0,545.5,0.00379269,no
20.89,24.92666667,0.0,543.0,0.00380381,no
20.89,24.978,0.0,545.6,0.00381169,no
20.85,24.956,0.0,547.6,0.0037989,no
20.89,25.0,0.0,548.66666667,0.00381507,no
20.89,25.0,0.0,542.75,0.00381507,no
20.87,24.978,0.0,537.2,0.00380698,no
20.85666667,24.92666667,0.0,541.33333333,0.00379597,no
20.865,24.9725,0.0,545.25,0.00380495,no
20.83,24.934,0.0,541.25,0.00379083,no
20.82333333,24.92666667,0.0,535.5,0.00378814,no
20.89,25.0,0.0,536.5,0.00381507,no
20.87,24.978,0.0,543.8,0.00380698,no
20.84,24.92,0.0,542.0,0.00379103,no
20.84,24.945,0.0,537.25,0.00379486,no
20.82333333,24.92666667,0.0,538.0,0.00378814,no
20.82333333,24.92666667,0.0,542.0,0.00378814,no
20.81,24.912,0.0,542.0,0.00378278,no
20.79,24.89,0.0,545.33333333,0.00377474,no
20.865,24.9725,0.0,543.25,0.00380495,no
20.85666667,24.93,0.0,539.0,0.00379648,no
20.84,24.945,0.0,540.75,0.00379486,no
20.79,24.9175,0.0,538.0,0.00377893,no
20.79,24.89,0.0,538.0,0.00377474,no
20.79,24.92666667,0.0,538.66666667,0.00378033,no
20.81,24.956,0.0,541.6,0.0037895,no
20.79,24.89,0.0,537.5,0.00377474,no
20.79,24.978,0.0,537.2,0.00378816,no
20.79,24.96333333,0.0,541.0,0.00378593,no
20.79,25.0,0.0,534.0,0.00379152,no
20.79,25.0,0.0,532.0,0.00379152,no
20.84,25.0,0.0,531.75,0.00380328,no
20.79,25.0,0.0,532.8,0.00379152,no
20.79,25.0,0.0,532.0,0.00379152,no
20.82333333,24.92666667,0.0,533.66666667,0.00378814,no
20.79,25.0,0.0,531.75,0.00379152,no
20.79,25.0,0.0,534.4,0.00379152,no
20.79,25.0,0.0,535.66666667,0.00379152,no
20.79,25.0,0.0,529.75,0.00379152,no
20.79,25.0,0.0,532.0,0.00379152,no
20.79,25.0,0.0,531.33333333,0.00379152,no
20.79,25.0,0.0,529.75,0.00379152,no
20.79,25.0,0.0,528.75,0.00379152,no
20.79,25.0,0.0,528.25,0.00379152,no
20.79,25.0,0.0,526.0,0.00379152,no
20.79,25.0,0.0,526.5,0.00379152,no
20.79,24.96333333,0.0,529.33333333,0.00378593,no
20.815,24.945,0.0,528.25,0.00378899,no
20.81,24.934,0.0,526.8,0.00378614,no
20.79,24.9725,0.0,525.5,0.00378732,no
20.79,24.96333333,0.0,524.66666667,0.00378593,no
20.79,24.89,0.0,523.0,0.00377474,no
20.79,24.89,0.0,526.0,0.00377474,no
20.79,24.9725,0.0,523.25,0.00378732,no
20.79,24.89,0.0,524.33333333,0.00377474,no
20.79,24.89,0.0,521.5,0.00377474,no
20.79,24.912,0.0,518.6,0.00377809,no
20.79,24.89,0.0,520.75,0.00377474,no
20.79,24.89,0.0,527.66666667,0.00377474,no
20.79,24.945,0.0,526.0,0.00378313,no
20.792524630527037,24.87596009863545,0.0,521.7152545163716,0.003773191290640403,no
20.792979527490004,24.86688741479627,0.0,521.3156448973609,0.003771914523756565,no
20.793487674755795,24.857487459260593,0.0,520.9169910360819,0.003770600368703336,no
20.794049072324338,24.84776023202856,0.0,520.5192929325314,0.003769248825480697,no
20.794663720195768,24.83770573310003,0.0,520.1225505867116,0.0037678598940886774,no
20.79533161837004,24.827323962475052,0.0,519.7267639986226,0.003766433574527257,no
20.796052766847055,24.816614920153736,0.0,519.3319331682611,0.0037649698667964544,no
20.79682716562691,24.805578606135953,0.0,518.9380580956299,0.0037634687708962386,no
20.797654814709595,24.794215020421742,0.0,518.5451387807295,0.0037619302868266316,no
20.798535714095067,24.78252416301096,0.0,518.1531752235572,0.0037603544145876394,no
20.799469863783393,24.770506033903906,0.0,517.7621674241149,0.0037587411541792487,no
20.800457263774497,24.7581606331004,0.0,517.3721153824031,0.00375709050560147,no
20.80149791406846,24.74548796060051,0.0,516.9830190984211,0.0037554024688542867,no
20.80259181466524,24.732488016404123,0.0,516.5948785721689,0.003753677043937704,no
20.803738965564857,24.719160800511297,0.0,516.207693803646,0.003751914230851731,no
20.7675,25.0,0.0,513.75,0.00378624,no
20.79,25.0,0.0,515.0,0.00379152,no
20.79,25.0,0.0,519.0,0.00379152,no
20.772,25.0,0.0,518.8,0.00378729,no
20.79,25.0,0.0,517.33333333,0.00379152,no
20.73,25.06666667,0.0,509.75,0.00378759,no
20.718,25.04,0.0,513.6,0.00378072,no
20.73,25.06666667,0.0,511.0,0.00378759,no
20.718,25.1,0.0,512.4,0.00378983,no
20.7,25.075,0.0,515.5,0.00378181,no
20.736,25.1,0.0,511.8,0.00379406,no
20.73,25.1,0.0,511.66666667,0.00379265,no
20.7,25.05,0.0,509.75,0.00377802,no
20.73,25.1,0.0,513.0,0.00379265,no
20.7,25.1,0.0,508.5,0.00378561,no
20.7,25.1,0.0,510.0,0.00378561,no
20.7,25.1,0.0,509.66666667,0.00378561,no
20.7,25.1,0.0,508.5,0.00378561,no
20.7,25.1,0.0,511.25,0.00378561,no
20.7,25.1,0.0,513.33333333,0.00378561,no
20.7,25.1,0.0,509.5,0.00378561,no
20.7,25.1,0.0,509.0,0.00378561,no
20.7,25.1,0.0,509.0,0.00378561,no
20.7,25.1,0.0,510.5,0.00378561,no
20.7,25.1,0.0,512.0,0.00378561,no
20.7,25.1,0.0,509.0,0.00378561,no
20.68,25.12,0.0,508.0,0.00378395,no
20.7,25.125,0.0,502.25,0.0037894,no
20.675,25.1,0.0,502.5,0.00377975,no
20.7,25.1,0.0,505.5,0.00378561,no
20.7,25.1,0.0,505.5,0.00378561,no
20.7,25.1,0.0,500.25,0.00378561,no
20.68,25.1,0.0,500.0,0.00378092,no
20.66666667,25.1,0.0,499.0,0.00377779,no
20.7,25.1,0.0,501.25,0.00378561,no
20.7,25.1,0.0,501.0,0.00378561,no
20.7,25.1,0.0,502.0,0.00378561,no
20.7,25.1,0.0,496.25,0.00378561,no
20.7,25.1,0.0,495.8,0.00378561,no
20.66,25.1,0.0,497.8,0.00377623,no
20.63333333,25.1,0.0,497.0,0.00376999,no
20.625,25.1,0.0,497.25,0.00376805,no
20.675,25.175,0.0,503.25,0.00379111,no
20.675,25.125,0.0,500.0,0.00378353,no
20.7,25.1,0.0,494.75,0.00378561,no
20.7,25.1,0.0,492.33333333,0.00378561,no
20.7,25.1,0.0,492.75,0.00378561,no
20.7,25.1,0.0,497.0,0.00378561,no
20.65,25.075,0.0,498.5,0.00377011,no
20.7,25.1,0.0,498.75,0.00378561,no
20.675,25.075,0.0,498.75,0.00377596,no
20.7,25.1,0.0,495.33333333,0.00378561,no
20.675,25.075,0.0,490.75,0.00377596,no
20.7,25.1,0.0,487.75,0.00378561,no
20.65,25.05,0.0,491.75,0.00376633,no
20.7,25.1,0.0,491.25,0.00378561,no
20.7,25.1,0.0,493.5,0.00378561,no
20.7,25.1,0.0,493.33333333,0.00378561,no
20.7,25.0,0.0,493.25,0.00377043,no
20.7,25.0,0.0,491.0,0.00377043,no
20.7,25.0,0.0,492.0,0.00377043,no
20.7,25.0,0.0,496.0,0.00377043,no
20.7,25.0,0.0,493.0,0.00377043,no
20.7,25.0,0.0,491.25,0.00377043,no
20.7,25.0,0.0,494.0,0.00377043,no
20.7,25.0,0.0,494.2,0.00377043,no
20.7,25.0,0.0,493.75,0.00377043,no
20.7,25.0,0.0,495.75,0.00377043,no
20.7,25.0,0.0,492.25,0.00377043,no
20.7,25.0,0.0,486.5,0.00377043,no
20.7,25.0,0.0,493.33333333,0.00377043,no
20.7,25.0,0.0,494.75,0.00377043,no
20.7,25.0,0.0,490.0,0.00377043,no
20.7,25.0,0.0,490.5,0.00377043,no
20.7,25.0,0.0,490.25,0.00377043,no
20.7,25.0,0.0,498.25,0.00377043,no
20.7,25.0,0.0,499.0,0.00377043,no
20.7,24.96333333,0.0,493.0,0.00376487,no
20.7,24.98166667,0.0,484.83333333,0.00376765,no
20.7,24.9725,0.0,480.0,0.00376626,no
20.7,24.9725,0.0,478.75,0.00376626,no
20.7,25.0,0.0,483.33333333,0.00377043,no
20.7,25.0,0.0,480.2,0.00377043,no
20.7,24.89,0.0,483.33333333,0.00375374,no
20.7,24.89,0.0,487.0,0.00375374,no
20.699838056680232,24.948040991959612,0.0,482.58891025478994,0.0037625097064777264,no
20.6996032882395,24.94546897327076,0.0,481.7999984347669,0.003762064710427559,no
20.699339248684762,24.942967887072868,0.0,480.9858922968619,0.0037616236442536877,no
20.69904593801599,24.940537733366046,0.0,480.14659184107285,0.0037611865079560914,no
20.698723356233213,24.938178512150266,0.0,479.28209706740023,0.0037607533015347762,no
20.69837150333645,24.935890223425407,0.0,478.3924079758469,0.0037603240249897505,no
20.697990379325724,24.933672867191568,0.0,477.477524566408,0.0037598986783210146,no
20.697579984200985,24.931526443448888,0.0,476.53744683908604,0.0037594772615285655,no
20.697140317962297,24.92945095219706,0.0,475.57217479388186,0.0037590597746123985,no
20.696671380609544,24.927446393436174,0.0,474.5817084307932,0.0037586462175725143,no
20.696173172142842,24.925512767166556,0.0,473.56604774982264,0.0037582365904089226,no
20.6956456925621,24.92365007338774,0.0,472.5251927509679,0.003757830893121614,no
20.69508894186739,24.921858312099946,0.0,471.4591434342292,0.003757429125710583,no
20.694502920058696,24.920137483303176,0.0,470.36789979960815,0.003757031288175849,no
20.693887627136007,24.91848758699739,0.0,469.25146184710576,0.0037566373805173947,no
20.7,24.79,0.0,485.66666667,0.00373857,no
20.7,24.79,0.0,484.8,0.00373857,no
20.7,24.79,0.0,481.0,0.00373857,no
20.7,24.79,0.0,486.5,0.00373857,no
20.7,24.79,0.0,488.0,0.00373857,no
20.7,24.79,0.0,481.66666667,0.00373857,no
20.7,24.79,0.0,481.0,0.00373857,no
20.7,24.754,0.0,483.0,0.00373311,no
20.7,24.7675,0.0,485.0,0.00373516,no
20.7,24.76,0.0,475.66666667,0.00373402,no
20.7,24.7225,0.0,478.5,0.00372833,no
20.7,24.7,0.0,482.8,0.00372492,no
20.7,24.7,0.0,482.33333333,0.00372492,no
20.7,24.675,0.0,481.5,0.00372113,no
20.7,24.675,0.0,479.25,0.00372113,no
20.7,24.6,0.0,478.33333333,0.00370975,no
20.7,24.6,0.0,477.5,0.00370975,no
20.7,24.6,0.0,480.25,0.00370975,no
20.7,24.65,0.0,481.5,0.00371733,no
20.7,24.65,0.0,481.25,0.00371733,no
20.7,24.66,0.0,481.75,0.00371885,no
20.7,24.7,0.0,479.0,0.00372492,no
20.7,24.65,0.0,482.75,0.00371733,no
20.7,24.66666667,0.0,485.66666667,0.00371986,no
20.7,24.63333333,0.0,484.0,0.0037148,no
20.7,24.6,0.0,479.5,0.00370975,no
20.7,24.6,0.0,479.75,0.00370975,no
20.7,24.6,0.0,480.75,0.00370975,no
20.7,24.63333333,0.0,475.33333333,0.0037148,no
20.7,24.7,0.0,475.66666667,0.00372492,no
20.7,24.6,0.0,477.25,0.00370975,no
20.7,24.6,0.0,478.5,0.00370975,no
20.7,24.64,0.0,479.6,0.00371582,no
20.7,24.6,0.0,475.66666667,0.00370975,no
20.7,24.6,0.0,479.33333333,0.00370975,no
20.7,24.6,0.0,478.5,0.00370975,no
20.7,24.62857143,0.0,476.85714286,0.00371408,no
20.7,24.63333333,0.0,477.33333333,0.0037148,no
20.7,24.625,0.0,475.25,0.00371354,no
20.7,24.6,0.0,479.66666667,0.00370975,no
20.7,24.6,0.0,482.0,0.00370975,no
20.7,24.6,0.0,475.8,0.00370975,no
20.7,24.6,0.0,477.33333333,0.00370975,no
20.7,24.6,0.0,475.25,0.00370975,no
20.7,24.6,0.0,477.25,0.00370975,no
20.7,24.6,0.0,478.66666667,0.00370975,no
20.7,24.6,0.0,476.75,0.00370975,no
20.7,24.6,0.0,472.5,0.00370975,no
20.7,24.6,0.0,471.6,0.00370975,no
20.7,24.6,0.0,474.75,0.00370975,no
20.7,24.6,0.0,475.66666667,0.00370975,no
20.7,24.6,0.0,473.2,0.00370975,no
20.7,24.6,0.0,467.0,0.00370975,no
20.7,24.6,0.0,466.0,0.00370975,no
20.7,24.6,0.0,465.25,0.00370975,no
20.7,24.6,0.0,471.0,0.00370975,no
20.7,24.6,0.0,471.5,0.00370975,no
20.7,24.6,0.0,476.5,0.00370975,no
20.7,24.6,0.0,472.75,0.00370975,no
20.7,24.6,0.0,470.75,0.00370975,no
20.7,24.575,0.0,466.75,0.00370596,no
20.7,24.5,0.0,463.75,0.00369458,no
20.7,24.53333333,0.0,469.0,0.00369963,no
20.7,24.575,0.0,472.25,0.00370596,no
20.7,24.6,0.0,475.4,0.00370975,no
